Data,Canal de atendimento,Denúncia emergencial,Denunciante,Cenário da violação,Município,Frequência,Início das violações,Vítimas,Relação vítima-suspeito,Orientação sexual da vítima,Faixa etária da vítima,Raça\Cor da vítima,Faixa etária do suspeito,Suspeito preso,Raça\Cor do suspeito,Ano,Mês,Dia
2021-03-22 10:10:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,EX-COMPANHEIRO (A),N/D,55 A 59 ANOS,N/D,60 A 64 ANOS,NÃO,N/D,2021,3,22
2021-03-25 10:26:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SANTO ANDRÉ,DIARIAMENTE,HÁ MAIS DE SEIS MESES,20.0,MARIDO,N/D,45 A 49 ANOS,BRANCA,45 A 49 ANOS,NÃO,BRANCA,2021,3,25
2021-03-16 14:44:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,TABOÃO DA SERRA,DIARIAMENTE,HÁ MAIS DE SEIS MESES,10.0,EX-COMPANHEIRO (A),N/D,25 A 29 ANOS,BRANCA,30 A 34 ANOS,NÃO,BRANCA,2021,3,16
2021-03-28 22:34:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,INDAIATUBA,OCASIONALMENTE,HÁ UM MÊS,10.0,EX-NAMORADO (A),N/D,45 A 49 ANOS,N/D,N/D,N/D,N/D,2021,3,28
2021-03-20 13:20:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DO SUSPEITO,CARAPICUÍBA,DIARIAMENTE,HÁ MAIS DE UM ANO,20.0,EX-COMPANHEIRO (A),N/D,35 A 39 ANOS,N/D,30 A 34 ANOS,NÃO,N/D,2021,3,20
2021-03-27 00:11:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,IRMÃO (Ã),N/D,30 A 34 ANOS,N/D,35 A 39 ANOS,NÃO,N/D,2021,3,27
2021-03-16 19:00:00,TELEFÔNICO,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA - SEM FREQUÊNCIA,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,COMPANHEIRO (A),N/D,,N/D,N/D,N/D,N/D,2021,3,16
2021-03-26 19:46:00,TELEFÔNICO,NÃO,ANÔNIMO,LOCAL DE TRABALHO DA VÍTIMA,BAURU,DIARIAMENTE,HÁ UM MÊS,10.0,COMPANHEIRO (A),N/D,30 A 34 ANOS,N/D,N/D,N/D,N/D,2021,3,26
2021-03-29 16:27:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA DA VÍTIMA,EMBU DAS ARTES,N/D,N/D,20.0,IRMÃO (Ã),N/D,45 A 49 ANOS,N/D,45 A 49 ANOS,N/D,N/D,2021,3,29
2021-03-25 16:14:00,TELEFÔNICO,RISCO IMINENTE DE MORTE DA VÍTIMA,TERCEIRO,AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET),PIRASSUNUNGA,DIARIAMENTE,HÁ UMA SEMANA,10.0,EX-COMPANHEIRO (A),N/D,,N/D,N/D,N/D,N/D,2021,3,25
2021-03-19 18:36:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,10.0,N/D,N/D,40 A 44 ANOS,BRANCA,45 A 49 ANOS,N/D,BRANCA,2021,3,19
2021-03-16 18:05:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,JUNDIAÍ,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,MARIDO,N/D,60 A 64 ANOS,PRETA,70 A 74 ANOS,NÃO,BRANCA,2021,3,16
2021-03-16 12:42:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,SÃO PAULO,OCASIONALMENTE,HÁ MAIS DE UM ANO,10.0,NAMORADO(A),N/D,30 A 34 ANOS,BRANCA,30 A 34 ANOS,PENA,BRANCA,2021,3,16
2021-03-26 19:47:00,TELEFÔNICO,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA - SEM FREQUÊNCIA,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,MARIDO,N/D,20 A 24 ANOS,N/D,30 A 34 ANOS,N/D,PARDA,2021,3,26
2021-04-01 20:00:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,ITAPEVA,N/D,N/D,10.0,MARIDO,N/D,18 A 19 ANOS,N/D,20 A 24 ANOS,N/D,N/D,2021,4,1
2021-04-03 12:59:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,10.0,MARIDO,N/D,40 A 44 ANOS,N/D,50 A 54 ANOS,N/D,N/D,2021,4,3
2021-04-11 19:38:00,TELEFÔNICO,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA - SEM FREQUÊNCIA,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,ITARARÉ,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,EX-MARIDO,N/D,25 A 29 ANOS,PARDA,25 A 29 ANOS,FLAGRANTE,BRANCA,2021,4,11
2021-04-12 12:18:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA DA VÍTIMA,SÃO PAULO,DIARIAMENTE,NÃO SABE INFORMAR,10.0,CUIDADOR (A),N/D,40 A 44 ANOS,BRANCA,45 A 49 ANOS,NÃO,BRANCA,2021,4,12
2021-04-07 11:08:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,RIBEIRÃO PRETO,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,10.0,MARIDO,N/D,45 A 49 ANOS,BRANCA,45 A 49 ANOS,N/D,BRANCA,2021,4,7
2021-04-14 01:51:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET),SÃO PAULO,SEMANALMENTE,NÃO SE APLICA,10.0,EX-MARIDO,N/D,25 A 29 ANOS,BRANCA,25 A 29 ANOS,N/D,BRANCA,2021,4,14
2021-04-14 13:54:00,TELEFÔNICO,RISCO IMINENTE DE MORTE DA VÍTIMA,A PRÓPRIA VÍTIMA,CASA DO SUSPEITO,SÃO PAULO,MENSALMENTE,HÁ MAIS DE UM ANO,10.0,EX-COMPANHEIRO (A),N/D,35 A 39 ANOS,PARDA,45 A 49 ANOS,NÃO,PARDA,2021,4,14
2021-04-12 12:08:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,EMBU DAS ARTES,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,10.0,EX-MARIDO,N/D,30 A 34 ANOS,BRANCA,N/D,N/D,PRETA,2021,4,12
2021-04-02 18:29:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,GUARUJÁ,DIARIAMENTE,HÁ MAIS DE SEIS MESES,10.0,PAI,N/D,20 A 24 ANOS,N/D,50 A 54 ANOS,N/D,N/D,2021,4,2
2021-04-01 15:48:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA DA VÍTIMA,PRAIA GRANDE,SEMANALMENTE,NÃO SABE INFORMAR,10.0,COMPANHEIRO (A),N/D,60 A 64 ANOS,N/D,60 A 64 ANOS,N/D,N/D,2021,4,1
2021-04-05 10:08:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA DA VÍTIMA,PRAIA GRANDE,SEMANALMENTE,HÁ MAIS DE UM ANO,10.0,MARIDO,N/D,50 A 54 ANOS,BRANCA,50 A 54 ANOS,N/D,BRANCA,2021,4,5
2021-04-05 18:40:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DO SUSPEITO,SÃO PAULO,OCASIONALMENTE,HÁ UM MÊS,10.0,EX-COMPANHEIRO (A),N/D,18 A 19 ANOS,PARDA,25 A 29 ANOS,NÃO,PARDA,2021,4,5
2021-04-10 17:33:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SÃO PAULO,OCASIONALMENTE,HÁ MAIS DE CINCO ANOS,10.0,EX-COMPANHEIRO (A),N/D,20 A 24 ANOS,BRANCA,25 A 29 ANOS,PENA,BRANCA,2021,4,10
2021-04-14 15:33:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,OCASIONALMENTE,HÁ MAIS DE SEIS MESES,10.0,MARIDO,N/D,20 A 24 ANOS,PARDA,20 A 24 ANOS,NÃO,BRANCA,2021,4,14
2021-04-05 14:59:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,HORTOLÂNDIA,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,10.0,MARIDO,N/D,40 A 44 ANOS,BRANCA,50 A 54 ANOS,N/D,PARDA,2021,4,5
2021-04-01 14:40:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,RIBEIRÃO PRETO,DIARIAMENTE,HÁ UMA SEMANA,10.0,COMPANHEIRO (A),N/D,30 A 34 ANOS,PARDA,20 A 24 ANOS,PENA,PARDA,2021,4,1
2021-04-13 10:33:00,TELEFÔNICO,RISCO IMINENTE DE MORTE DA VÍTIMA,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,20.0,EX-COMPANHEIRO (A),N/D,20 A 24 ANOS,PARDA,30 A 34 ANOS,N/D,PARDA,2021,4,13
2021-04-11 07:21:00,TELEFÔNICO,RISCO IMINENTE DE MORTE DA VÍTIMA,ANÔNIMO,CASA DO SUSPEITO,OURINHOS,OCASIONALMENTE,N/D,10.0,PRIMO(A),N/D,25 A 29 ANOS,PARDA,20 A 24 ANOS,NÃO,N/D,2021,4,11
2021-04-14 12:53:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,20.0,FILHO (A),N/D,50 A 54 ANOS,BRANCA,12 A 14 ANOS,NÃO,BRANCA,2021,4,14
2021-04-14 11:42:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,MONTE MOR,DIARIAMENTE,HÁ UM MÊS,10.0,MARIDO,N/D,20 A 24 ANOS,BRANCA,40 A 44 ANOS,NÃO,BRANCA,2021,4,14
2021-04-15 01:36:00,WHATSAPP,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,CUBATÃO,DIARIAMENTE,HÁ MAIS DE UM ANO,30.0,EX-MARIDO,N/D,40 A 44 ANOS,BRANCA,40 A 44 ANOS,N/D,BRANCA,2021,4,15
2021-04-05 18:11:00,TELEFÔNICO,VÍTIMA EM SANGRAMENTO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,CATANDUVA,OCASIONALMENTE,NÃO SABE INFORMAR,10.0,FILHO (A),N/D,70 A 74 ANOS,N/D,40 A 44 ANOS,N/D,N/D,2021,4,5
2021-04-11 12:53:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO JOSÉ DOS CAMPOS,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,10.0,COMPANHEIRO (A),N/D,30 A 34 ANOS,PRETA,45 A 49 ANOS,N/D,PARDA,2021,4,11
2021-04-06 13:35:00,TELEFÔNICO,RISCO IMINENTE DE MORTE DA VÍTIMA,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,GUARULHOS,OCASIONALMENTE,N/D,10.0,COMPANHEIRO (A),N/D,20 A 24 ANOS,N/D,18 A 19 ANOS,NÃO,N/D,2021,4,6
2021-04-01 13:58:00,TELEFÔNICO,RISCO IMINENTE DE MORTE DA VÍTIMA,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,MARIDO,N/D,30 A 34 ANOS,PARDA,30 A 34 ANOS,NÃO,PARDA,2021,4,1
2021-04-12 10:15:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,PRESIDENTE VENCESLAU,SEMANALMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,35 A 39 ANOS,PARDA,55 A 59 ANOS,N/D,BRANCA,2021,4,12
2021-04-02 20:25:00,WHATSAPP,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA - SEM FREQUÊNCIA,A PRÓPRIA VÍTIMA,AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET),SÃO PAULO,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,EX-NAMORADO (A),N/D,35 A 39 ANOS,BRANCA,25 A 29 ANOS,NÃO,N/D,2021,4,2
2021-04-05 19:17:00,TELEFÔNICO,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA - SEM FREQUÊNCIA,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,GUARULHOS,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,MARIDO,N/D,35 A 39 ANOS,BRANCA,40 A 44 ANOS,N/D,PARDA,2021,4,5
2021-04-03 19:59:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,PINDAMONHANGABA,OCASIONALMENTE,HÁ MAIS DE CINCO ANOS,10.0,MARIDO,N/D,55 A 59 ANOS,BRANCA,50 A 54 ANOS,NÃO,BRANCA,2021,4,3
2021-04-01 15:10:00,TELEFÔNICO,RISCO IMINENTE DE MORTE DA VÍTIMA,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,GUARULHOS,SEMANALMENTE,HÁ UM MÊS,10.0,EX-MARIDO,N/D,35 A 39 ANOS,PARDA,35 A 39 ANOS,NÃO,PARDA,2021,4,1
2021-04-10 18:01:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,VÁRZEA PAULISTA,SEMANALMENTE,N/D,10.0,MARIDO,N/D,30 A 34 ANOS,PRETA,30 A 34 ANOS,NÃO,PARDA,2021,4,10
2021-04-12 19:06:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SÃO PAULO,DIARIAMENTE,HÁ UMA SEMANA,10.0,EX-NAMORADO (A),N/D,,N/D,N/D,N/D,N/D,2021,4,12
2021-04-05 10:46:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,20.0,COMPANHEIRO (A),N/D,,N/D,N/D,N/D,N/D,2021,4,5
2021-04-10 05:21:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,ITAPEVI,OCASIONALMENTE,HÁ UM MÊS,10.0,COMPANHEIRO (A),N/D,40 A 44 ANOS,PARDA,40 A 44 ANOS,N/D,PARDA,2021,4,10
2021-04-08 16:45:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,OCASIONALMENTE,N/D,10.0,MARIDO,N/D,30 A 34 ANOS,BRANCA,30 A 34 ANOS,FLAGRANTE,PARDA,2021,4,8
2021-04-04 17:21:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,OCASIONALMENTE,HÁ UMA SEMANA,10.0,COMPANHEIRO (A),N/D,20 A 24 ANOS,PARDA,40 A 44 ANOS,NÃO,BRANCA,2021,4,4
2021-04-03 13:12:00,TELEFÔNICO,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA - SEM FREQUÊNCIA,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,PRAIA GRANDE,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,EX-COMPANHEIRO (A),N/D,20 A 24 ANOS,PRETA,25 A 29 ANOS,NÃO,PARDA,2021,4,3
2021-04-11 05:18:00,TELEFÔNICO,VÍTIMA EM SANGRAMENTO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,OCASIONALMENTE,HÁ MAIS DE CINCO ANOS,10.0,COMPANHEIRO (A),N/D,20 A 24 ANOS,BRANCA,25 A 29 ANOS,NÃO,PARDA,2021,4,11
2021-04-08 18:54:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,CAMPINAS,DIARIAMENTE,HÁ UM MÊS,10.0,MARIDO,N/D,30 A 34 ANOS,N/D,N/D,N/D,N/D,2021,4,8
2021-04-10 19:12:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,MARIDO,N/D,30 A 34 ANOS,BRANCA,50 A 54 ANOS,N/D,BRANCA,2021,4,10
2021-04-06 14:59:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,GUARULHOS,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,10.0,MARIDO,N/D,35 A 39 ANOS,BRANCA,40 A 44 ANOS,N/D,PARDA,2021,4,6
2021-04-13 09:47:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,25 A 29 ANOS,N/D,N/D,N/D,N/D,2021,4,13
2021-04-07 17:22:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO JOSÉ DOS CAMPOS,OCASIONALMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,40 A 44 ANOS,BRANCA,35 A 39 ANOS,NÃO,PARDA,2021,4,7
2021-04-04 18:00:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SALTO,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,20.0,COMPANHEIRO (A),N/D,35 A 39 ANOS,BRANCA,40 A 44 ANOS,NÃO,BRANCA,2021,4,4
2021-04-08 09:06:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,NÃO SABE INFORMAR,10.0,COMPANHEIRO (A),N/D,25 A 29 ANOS,BRANCA,N/D,N/D,PARDA,2021,4,8
2021-04-11 14:22:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,SEMANALMENTE,HÁ MAIS DE UM ANO,10.0,MARIDO,N/D,35 A 39 ANOS,BRANCA,35 A 39 ANOS,NÃO,BRANCA,2021,4,11
2021-04-15 12:59:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,CAMPINAS,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,30 A 34 ANOS,BRANCA,30 A 34 ANOS,NÃO,BRANCA,2021,4,15
2021-04-09 14:13:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,MONGAGUÁ,SEMANALMENTE,HÁ MAIS DE CINCO ANOS,10.0,EX-COMPANHEIRO (A),N/D,25 A 29 ANOS,PARDA,25 A 29 ANOS,NÃO,BRANCA,2021,4,9
2021-04-02 16:30:00,TELEFÔNICO,RISCO IMINENTE DE MORTE DA VÍTIMA,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SÃO JOSÉ DOS CAMPOS,DIARIAMENTE,N/D,10.0,EX-MARIDO,HOMOSSEXUAL,30 A 34 ANOS,N/D,50 A 54 ANOS,FLAGRANTE,N/D,2021,4,2
2021-04-11 15:31:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,CAMPINAS,DIARIAMENTE,HÁ UM MÊS,10.0,MARIDO,N/D,40 A 44 ANOS,BRANCA,30 A 34 ANOS,N/D,PRETA,2021,4,11
2021-04-11 16:26:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,CUBATÃO,OCASIONALMENTE,HÁ MAIS DE UM ANO,20.0,MARIDO,N/D,25 A 29 ANOS,PARDA,20 A 24 ANOS,NÃO,PARDA,2021,4,11
2021-04-08 18:27:00,TELEFÔNICO,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA - SEM FREQUÊNCIA,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SOROCABA,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,AMIGO (A),N/D,55 A 59 ANOS,N/D,60 A 64 ANOS,N/D,N/D,2021,4,8
2021-04-09 19:09:00,TELEFÔNICO,RISCO IMINENTE DE MORTE DA VÍTIMA,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BARUERI,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,10.0,COMPANHEIRO (A),N/D,35 A 39 ANOS,N/D,40 A 44 ANOS,N/D,N/D,2021,4,9
2021-04-02 00:53:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,PRAIA GRANDE,DIARIAMENTE,HÁ MAIS DE UM ANO,30.0,COMPANHEIRO (A),N/D,25 A 29 ANOS,BRANCA,25 A 29 ANOS,PENA,PARDA,2021,4,2
2021-04-02 17:35:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,CAMPINAS,N/D,N/D,10.0,MARIDO,N/D,35 A 39 ANOS,N/D,30 A 34 ANOS,N/D,N/D,2021,4,2
2021-04-12 04:40:00,WHATSAPP,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,SEMANALMENTE,NÃO SABE INFORMAR,10.0,COMPANHEIRO (A),N/D,25 A 29 ANOS,PARDA,N/D,N/D,N/D,2021,4,12
2021-04-14 06:41:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,TABOÃO DA SERRA,OCASIONALMENTE,HÁ MAIS DE CINCO ANOS,10.0,EX-COMPANHEIRO (A),N/D,40 A 44 ANOS,PARDA,65 A 69 ANOS,N/D,BRANCA,2021,4,14
2021-04-01 13:01:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SÃO PAULO,DIARIAMENTE,HÁ UM MÊS,10.0,EX-NAMORADO (A),N/D,60 A 64 ANOS,PARDA,40 A 44 ANOS,N/D,PRETA,2021,4,1
2021-04-04 22:05:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,GUARULHOS,OCASIONALMENTE,HÁ MAIS DE SEIS MESES,10.0,COMPANHEIRO (A),N/D,25 A 29 ANOS,PRETA,N/D,NÃO,PARDA,2021,4,4
2021-04-14 16:33:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,EMBU DAS ARTES,SEMANALMENTE,HÁ UM MÊS,10.0,MARIDO,N/D,40 A 44 ANOS,PARDA,40 A 44 ANOS,N/D,PARDA,2021,4,14
2021-04-13 21:06:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,SEMANALMENTE,HÁ MAIS DE SEIS MESES,20.0,N/D,N/D,30 A 34 ANOS,PRETA,35 A 39 ANOS,NÃO,BRANCA,2021,4,13
2021-04-04 16:03:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,20.0,MARIDO,N/D,50 A 54 ANOS,N/D,40 A 44 ANOS,N/D,N/D,2021,4,4
2021-04-15 23:04:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,20.0,EX-NAMORADO (A),N/D,45 A 49 ANOS,PRETA,45 A 49 ANOS,PREVENTIVA,BRANCA,2021,4,15
2021-04-09 09:16:00,TELEFÔNICO,RISCO IMINENTE DE MORTE DA VÍTIMA,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,GUARULHOS,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,45 A 49 ANOS,PARDA,50 A 54 ANOS,NÃO,PARDA,2021,4,9
2021-04-10 14:20:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SÃO PAULO,DIARIAMENTE,N/D,20.0,EX-MARIDO,N/D,40 A 44 ANOS,N/D,45 A 49 ANOS,NÃO,N/D,2021,4,10
2021-04-08 13:49:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO BERNARDO DO CAMPO,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,30 A 34 ANOS,BRANCA,30 A 34 ANOS,N/D,BRANCA,2021,4,8
2021-04-27 02:22:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,VIA PÚBLICA,SÃO PAULO,OCASIONALMENTE,HÁ UMA SEMANA,10.0,DESCONHECIDO(A),N/D,20 A 24 ANOS,N/D,N/D,N/D,N/D,2021,4,27
2021-04-27 16:27:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,VÁRZEA PAULISTA,DIARIAMENTE,HÁ UMA SEMANA,10.0,MARIDO,N/D,25 A 29 ANOS,BRANCA,30 A 34 ANOS,N/D,PARDA,2021,4,27
2021-04-19 12:17:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,MOGI DAS CRUZES,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,10.0,EX-MARIDO,N/D,60 A 64 ANOS,BRANCA,55 A 59 ANOS,N/D,BRANCA,2021,4,19
